symbol,exchange,token,lot_size,instrument_type
SENSEX2591173200PE,BFO,863242,20,OPTIDX
KFINTECH25SEP850PE,BFO,859990,450,OPTSTK
COLPAL25SEP2100PE,BFO,859993,225,OPTSTK
CHOLAFIN25SEP1360CE,BFO,859997,625,OPTSTK
INFY25SEP1400CE,BFO,860006,400,OPTSTK
NHPC25OCT77PE,BFO,860042,6400,OPTSTK
DABUR25OCT475CE,BFO,860083,1250,OPTSTK
DIVISLAB25SEP5700CE,BFO,863244,100,OPTSTK
COALINDIA25SEP335CE,BFO,863254,1350,OPTSTK
BANKINDIA25SEP92.5CE,BFO,863280,5200,OPTSTK
GODREJPROP25SEP1700CE,BFO,863292,275,OPTSTK
SENSEX26JUN76000CE,BFO,860060,20,OPTIDX
COLPAL25SEP2080CE,BFO,860075,225,OPTSTK
SENSEX5025SEP24650CE,BFO,863318,75,OPTIDX
HAL25SEP3700PE,BFO,863337,150,OPTSTK
PNBHOUSING25SEP820CE,BFO,863346,650,OPTSTK
LICI25SEP820CE,BFO,860091,700,OPTSTK
OBEROIRLTY25OCT1560PE,BFO,860158,350,OPTSTK
PRESTIGE25OCT1540PE,BFO,860179,450,OPTSTK
APLAPOLLO25OCT1400PE,BFO,860184,350,OPTSTK
SOLARINDS25OCT12250PE,BFO,863341,75,OPTSTK
PNBHOUSING25SEP660CE,BFO,863347,650,OPTSTK
JIOFIN25OCT370CE,BFO,863378,2350,OPTSTK
DIXON25SEP18750PE,BFO,863382,50,OPTSTK
BOSCHLTD25SEP42500PE,BFO,863385,25,OPTSTK
IGL25OCT165PE,BFO,860186,2750,OPTSTK
TCS25OCT3000PE,BFO,860196,175,OPTSTK
INFY25SEP1380CE,BFO,860206,400,OPTSTK
BHEL25OCT210PE,BFO,860217,2625,OPTSTK
360ONE25SEP960CE,BFO,860250,500,OPTSTK
UNIONBANK25SEP115CE,BFO,860320,4425,OPTSTK
OBEROIRLTY25OCT1540CE,BFO,860322,350,OPTSTK
INOXWIND25SEP165PE,BFO,860327,3272,OPTSTK
PNBHOUSING25OCT640CE,BFO,863399,650,OPTSTK
TVSMOTOR25OCT3300PE,BFO,863402,350,OPTSTK
DELHIVERY25SEP495CE,BFO,863408,2075,OPTSTK
JSWENERGY25SEP610CE,BFO,863415,1000,OPTSTK
SBICARD25SEP780PE,BFO,860339,800,OPTSTK
RVNL25OCT280PE,BFO,860343,1375,OPTSTK
ANGELONE25SEP2250CE,BFO,860351,250,OPTSTK
LICHSGFIN25OCT520CE,BFO,860353,1000,OPTSTK
ABB25SEP4600PE,BFO,863416,125,OPTSTK
ABCAPITAL25OCT315CE,BFO,863418,3100,OPTSTK
BOSCHLTD25SEP42500CE,BFO,863423,25,OPTSTK
BOSCHLTD25OCT42500PE,BFO,863424,25,OPTSTK
HAVELLS25OCT1360PE,BFO,860362,500,OPTSTK
LODHA25SEP1080CE,BFO,860368,450,OPTSTK
SBICARD25OCT790CE,BFO,860399,800,OPTSTK
TCS25OCT2980CE,BFO,860413,175,OPTSTK
ABB25OCT4500CE,BFO,863436,125,OPTSTK
BANKEX25SEP54200PE,BFO,863503,30,OPTIDX
BANKEX25OCT54200CE,BFO,863513,30,OPTIDX
PETRONET25SEP240PE,BFO,863515,1800,OPTSTK
AXISBANK25SEP1000PE,BFO,860434,625,OPTSTK
SYNGENE25OCT760CE,BFO,860440,1000,OPTSTK
INOXWIND25SEP150PE,BFO,860463,3272,OPTSTK
MCX25OCT7200PE,BFO,860475,125,OPTSTK
INOXWIND25OCT120PE,BFO,860504,3272,OPTSTK
KOTAKBANK25OCT1880PE,BFO,860518,400,OPTSTK
DLF25OCT640CE,BFO,860531,825,OPTSTK
NAUKRI25OCT1200CE,BFO,863524,375,OPTSTK
FORTIS25SEP940CE,BFO,863525,775,OPTSTK
DLF25SEP620PE,BFO,863596,825,OPTSTK
TATAELXSI25OCT5200CE,BFO,863597,100,OPTSTK
ADANIENT25OCT2150CE,BFO,860527,300,OPTSTK
INOXWIND25SEP120CE,BFO,860550,3272,OPTSTK
PRESTIGE25OCT1460CE,BFO,860557,450,OPTSTK
SBICARD25OCT780CE,BFO,860562,800,OPTSTK
MAZDOCK25SEP2100PE,BFO,860575,175,OPTSTK
GODREJCP25OCT1060CE,BFO,863604,500,OPTSTK
SUNPHARMA25OCT1460CE,BFO,863610,350,OPTSTK
COFORGE25OCT1500CE,BFO,863619,375,OPTSTK
JUBLFOOD25SEP560CE,BFO,863634,1250,OPTSTK
HUDCO25OCT180PE,BFO,860584,2775,OPTSTK
SBICARD25SEP810CE,BFO,860587,800,OPTSTK
KAYNES25OCT4800PE,BFO,860591,100,OPTSTK
SAIL25OCT107.5PE,BFO,860595,4700,OPTSTK
BRITANNIA25SEP5100PE,BFO,863649,125,OPTSTK
SRF25SEP2600PE,BFO,863658,200,OPTSTK
SENSEX2591173000CE,BFO,863696,20,OPTIDX
BRITANNIA25OCT5200CE,BFO,863703,125,OPTSTK
RVNL25OCT280CE,BFO,860629,1375,OPTSTK
KOTAKBANK25SEP1920CE,BFO,860644,400,OPTSTK
SENSEX2591173900CE,BFO,860668,20,OPTIDX
INOXWIND25OCT150CE,BFO,860696,3272,OPTSTK
SENSEX25OCT73000CE,BFO,863728,20,OPTIDX
PERSISTENT25SEP4300PE,BFO,863744,100,OPTSTK
TATAELXSI25SEP5100PE,BFO,863745,100,OPTSTK
ASIANPAINT25OCT2620CE,BFO,863746,250,OPTSTK
MAZDOCK25OCT2100PE,BFO,860706,175,OPTSTK
EICHERMOT25OCT5050CE,BFO,860720,175,OPTSTK
ASTRAL25SEP1280PE,BFO,860761,425,OPTSTK
SENSEX2591173700PE,BFO,860768,20,OPTIDX
SBICARD25OCT720PE,BFO,863755,800,OPTSTK
TATATECH25OCT600CE,BFO,863762,800,OPTSTK
ADANIGREEN25OCT800CE,BFO,863806,600,OPTSTK
IOC25OCT157.5CE,BFO,863846,4875,OPTSTK
BANKEX25SEP54900CE,BFO,860778,30,OPTIDX
IRCTC25OCT670CE,BFO,860784,875,OPTSTK
HCLTECH25OCT1320CE,BFO,860803,350,OPTSTK
SENSEX25SEP73600PE,BFO,860804,20,OPTIDX
SRF25SEP2550PE,BFO,863862,200,OPTSTK
HEROMOTOCO25SEP4950CE,BFO,863872,150,OPTSTK
KOTAKBANK25SEP1820CE,BFO,860810,400,OPTSTK
KOTAKBANK25OCT1940CE,BFO,860827,400,OPTSTK
TITAGARH25OCT700CE,BFO,860828,725,OPTSTK
NYKAA25OCT192.5CE,BFO,860843,3125,OPTSTK
IOC25SEP132.5CE,BFO,863859,4875,OPTSTK
IOC25SEP137.5CE,BFO,863865,4875,OPTSTK
IOC25SEP125PE,BFO,863883,4875,OPTSTK
IOC25OCT122.5PE,BFO,863888,4875,OPTSTK
IOC25SEP127.5CE,BFO,863900,4875,OPTSTK
AUROPHARMA25OCT920PE,BFO,863908,550,OPTSTK
TITAGARH25OCT700PE,BFO,860847,725,OPTSTK
SENSEX5025SEP24800PE,BFO,860848,75,OPTIDX
SBICARD25SEP790CE,BFO,860850,800,OPTSTK
INOXWIND25OCT140CE,BFO,860852,3272,OPTSTK
TIINDIA25OCT2450CE,BFO,860856,200,OPTSTK
KOTAKBANK25SEP1940PE,BFO,860860,400,OPTSTK
NYKAA25OCT192.5PE,BFO,860861,3125,OPTSTK
OBEROIRLTY25SEP1480PE,BFO,860867,350,OPTSTK
JSWSTEEL25SEP1140CE,BFO,863912,675,OPTSTK
FORTIS25OCT950CE,BFO,863937,775,OPTSTK
IOC25OCT125PE,BFO,863938,4875,OPTSTK
BPCL25OCT275PE,BFO,863944,1975,OPTSTK
RVNL25OCT290PE,BFO,860870,1375,OPTSTK
BANKEX25SEP54700PE,BFO,860885,30,OPTIDX
INOXWIND25SEP145CE,BFO,860932,3272,OPTSTK
LAURUSLABS25SEP970CE,BFO,860994,1700,OPTSTK
SENSEX25SEP72500CE,BFO,864060,20,OPTIDX
JSWSTEEL25SEP1140PE,BFO,863947,675,OPTSTK
SUNPHARMA25SEP1440PE,BFO,863990,350,OPTSTK
KALYANKJIL25OCT460CE,BFO,863995,1175,OPTSTK
DRREDDY25OCT1440CE,BFO,860998,625,OPTSTK
LUPIN25OCT2120CE,BFO,861002,425,OPTSTK
MFSL25OCT1360CE,BFO,861016,800,OPTSTK
TATACHEM25OCT1060PE,BFO,861020,650,OPTSTK
SENSEX25SEP72700CE,BFO,864097,20,OPTIDX
BANKEX25SEP53700PE,BFO,864113,30,OPTIDX
PGEL25OCT480PE,BFO,864130,700,OPTSTK
SENSEX25SEP72900CE,BFO,864131,20,OPTIDX
SYNGENE25SEP780PE,BFO,861057,1000,OPTSTK
PNBHOUSING25SEP860PE,BFO,861090,650,OPTSTK
TCS25SEP2920PE,BFO,861094,175,OPTSTK
SHREECEM25OCT28750CE,BFO,861095,25,OPTSTK
APOLLOHOSP25OCT6800CE,BFO,864135,125,OPTSTK
PGEL25SEP440PE,BFO,864144,700,OPTSTK
NHPC25OCT75PE,BFO,864160,6400,OPTSTK
PGEL25SEP480CE,BFO,864169,700,OPTSTK
SYNGENE25OCT780CE,BFO,861108,1000,OPTSTK
TCS25OCT2920PE,BFO,861121,175,OPTSTK
BOSCHLTD25OCT41500PE,BFO,861141,25,OPTSTK
IDFCFIRSTB25OCT63CE,BFO,861147,9275,OPTSTK
SENSEX25OCT86200CE,BFO,861158,20,OPTIDX
BANKEX25OCT56100CE,BFO,861164,30,OPTIDX
BANKEX25OCT66100CE,BFO,861171,30,OPTIDX
SENSEX25OCT78700CE,BFO,861191,20,OPTIDX
NYKAA25OCT185PE,BFO,864181,3125,OPTSTK
ABB25SEP4300CE,BFO,864196,125,OPTSTK
FORTIS25OCT970CE,BFO,864204,775,OPTSTK
TATAMOTORS25SEP570CE,BFO,864214,800,OPTSTK
SENSEX5025OCT25750CE,BFO,861204,75,OPTIDX
BANKEX25OCT68000PE,BFO,861223,30,OPTIDX
BANKEX25OCT57300CE,BFO,861226,30,OPTIDX
BANKEX25OCT68900PE,BFO,861232,30,OPTIDX
JUBLFOOD25SEP550PE,BFO,864230,1250,OPTSTK
SENSEX2591872800PE,BFO,864252,20,OPTIDX
SRF25OCT2500CE,BFO,864260,200,OPTSTK
SENSEX26MAR75000PE,BFO,864266,20,OPTIDX
SENSEX25OCT78900CE,BFO,861235,20,OPTIDX
BANKEX25OCT60600PE,BFO,861238,30,OPTIDX
SENSEX25OCT84300CE,BFO,861242,20,OPTIDX
SENSEX25OCT74600PE,BFO,861254,20,OPTIDX
CUMMINSIND25SEP4150CE,BFO,864287,200,OPTSTK
SENSEX5025SEP24550CE,BFO,864292,75,OPTIDX
SENSEX2591172800CE,BFO,864309,20,OPTIDX
TITAGARH25OCT660PE,BFO,864318,725,OPTSTK
SENSEX25OCT86000PE,BFO,861257,20,OPTIDX
BANKEX25OCT66500CE,BFO,861258,30,OPTIDX
SENSEX25OCT88300PE,BFO,861259,20,OPTIDX
BANKEX25OCT68200PE,BFO,861272,30,OPTIDX
BANKEX25OCT62200PE,BFO,861277,30,OPTIDX
SENSEX25OCT86800CE,BFO,861290,20,OPTIDX
SENSEX25OCT80800CE,BFO,861293,20,OPTIDX
SENSEX25OCT76200PE,BFO,861296,20,OPTIDX
TATAMOTORS25SEP560CE,BFO,864335,800,OPTSTK
BHEL25OCT190CE,BFO,864339,2625,OPTSTK
ASHOKLEY25SEP100PE,BFO,864326,5000,OPTSTK
GODREJPROP25OCT1650CE,BFO,864336,275,OPTSTK
BANKEX25OCT57800PE,BFO,861300,30,OPTIDX
SENSEX25OCT86200PE,BFO,861304,20,OPTIDX
SENSEX25OCT77800CE,BFO,861310,20,OPTIDX
BANKEX25OCT59100CE,BFO,861316,30,OPTIDX
SENSEX25OCT72600CE,BFO,864359,20,OPTIDX
RVNL25OCT270PE,BFO,864368,1375,OPTSTK
RELIANCE25SEP1300CE,BFO,864372,500,OPTSTK
GODREJCP25OCT1040PE,BFO,864373,500,OPTSTK
BANKEX25OCT55400CE,BFO,861322,30,OPTIDX
BANKEX25OCT62600PE,BFO,861371,30,OPTIDX
BANKEX25OCT67000CE,BFO,861372,30,OPTIDX
BANKEX25OCT69300CE,BFO,861373,30,OPTIDX
CUMMINSIND25SEP4100CE,BFO,864374,200,OPTSTK
SENSEX5025OCT24500PE,BFO,864391,75,OPTIDX
SENSEX25OCT72800CE,BFO,864394,20,OPTIDX
PHOENIXLTD25OCT1280PE,BFO,864414,350,OPTSTK
SENSEX25OCT76600PE,BFO,861391,20,OPTIDX
SENSEX5025OCT25300PE,BFO,861394,75,OPTIDX
BANKEX25OCT63600PE,BFO,861405,30,OPTIDX
SENSEX5025OCT25050PE,BFO,861411,75,OPTIDX
AUROPHARMA25SEP900PE,BFO,864419,550,OPTSTK
KALYANKJIL25OCT470CE,BFO,864420,1175,OPTSTK
KALYANKJIL25OCT470PE,BFO,864434,1175,OPTSTK
SENSEX25OCT72400PE,BFO,864448,20,OPTIDX
BANKEX25OCT65800CE,BFO,861429,30,OPTIDX
SENSEX25OCT73800CE,BFO,861450,20,OPTIDX
SENSEX25OCT87500CE,BFO,861453,20,OPTIDX
SENSEX5025OCT25250PE,BFO,861454,75,OPTIDX
BANKEX25OCT55100CE,BFO,861457,30,OPTIDX
BANKEX25OCT59700CE,BFO,861460,30,OPTIDX
SENSEX25OCT81800PE,BFO,861472,20,OPTIDX
BANKEX25OCT55300CE,BFO,861496,30,OPTIDX
AMBUJACEM25OCT545PE,BFO,864483,1050,OPTSTK
TATAELXSI25OCT5000CE,BFO,864501,100,OPTSTK
BHEL25OCT185PE,BFO,864506,2625,OPTSTK
PGEL25OCT380PE,BFO,864507,700,OPTSTK
SENSEX25OCT85700PE,BFO,861511,20,OPTIDX
BANKEX25OCT57900PE,BFO,861516,30,OPTIDX
BANKEX25OCT67000PE,BFO,861518,30,OPTIDX
SENSEX5025OCT26350CE,BFO,861542,75,OPTIDX
TATAELXSI25OCT5000PE,BFO,864533,100,OPTSTK
AMBER25OCT6300CE,BFO,864542,100,OPTSTK
PIDILITIND25OCT3240CE,BFO,864550,250,OPTSTK
BIOCON25OCT305PE,BFO,864566,2500,OPTSTK
SENSEX5025OCT24950CE,BFO,861547,75,OPTIDX
BANKEX25OCT59500PE,BFO,861562,30,OPTIDX
SENSEX5025OCT25200PE,BFO,861564,75,OPTIDX
BANKEX25OCT67200PE,BFO,861565,30,OPTIDX
TIINDIA25OCT3300PE,BFO,857326,200,OPTSTK
SENSEX25OCT75800CE,BFO,861574,20,OPTIDX
BANKEX25OCT63400CE,BFO,861593,30,OPTIDX
BANKEX25OCT65700CE,BFO,861595,30,OPTIDX
SENSEX25OCT87500PE,BFO,861596,20,OPTIDX
SUPREMEIND25OCT5100CE,BFO,864569,175,OPTSTK
AMBER25OCT6400CE,BFO,864577,100,OPTSTK
PGEL25SEP380CE,BFO,864587,700,OPTSTK
ANGELONE25OCT2300PE,BFO,857355,250,OPTSTK
LUPIN25OCT2100CE,BFO,857359,425,OPTSTK
INDHOTEL25OCT820CE,BFO,857400,1000,OPTSTK
ASHOKLEY25OCT140PE,BFO,857436,5000,OPTSTK
SENSEX25OCT83800PE,BFO,861598,20,OPTIDX
BANKEX25OCT69700PE,BFO,861606,30,OPTIDX
SENSEX25OCT75100CE,BFO,861607,20,OPTIDX
BANKEX25OCT68100CE,BFO,861613,30,OPTIDX
BANKEX25OCT58300CE,BFO,861643,30,OPTIDX
BANKEX25OCT67600PE,BFO,861647,30,OPTIDX
SENSEX25OCT83000CE,BFO,861657,20,OPTIDX
BANKEX25OCT64600CE,BFO,861661,30,OPTIDX
INOXWIND25OCT128.15PE,BFO,857440,3272,OPTSTK
PNB25OCT119PE,BFO,857452,8000,OPTSTK
LAURUSLABS25OCT900PE,BFO,857481,1700,OPTSTK
PATANJALI25OCT1860CE,BFO,857484,300,OPTSTK
SENSEX5025OCT26600PE,BFO,861676,75,OPTIDX
SENSEX25OCT85600PE,BFO,861682,20,OPTIDX
SENSEX25OCT75600PE,BFO,861672,20,OPTIDX
SENSEX25OCT81000PE,BFO,861680,20,OPTIDX
MCX25OCT9100PE,BFO,857536,125,OPTSTK
ICICIGI25OCT1840PE,BFO,857540,325,OPTSTK
PAYTM25SEP1140PE,BFO,857549,725,OPTSTK
PATANJALI25SEP1940CE,BFO,857561,300,OPTSTK
BANKEX25OCT64900PE,BFO,861684,30,OPTIDX
SENSEX25OCT88600CE,BFO,861687,20,OPTIDX
BANKEX25OCT58500CE,BFO,861693,30,OPTIDX
SENSEX5025OCT26550PE,BFO,861730,75,OPTIDX
ITC25SEP460PE,BFO,857586,1600,OPTSTK
TATAPOWER25OCT450CE,BFO,857604,1450,OPTSTK
PAGEIND25OCT43500PE,BFO,857606,15,OPTSTK
PNB25SEP122PE,BFO,857607,8000,OPTSTK
BANKEX25OCT62700CE,BFO,861747,30,OPTIDX
SENSEX25OCT75100PE,BFO,861750,20,OPTIDX
BANKEX25OCT62100PE,BFO,861758,30,OPTIDX
SENSEX25OCT88100CE,BFO,861766,20,OPTIDX
BANKINDIA25OCT135PE,BFO,857612,5200,OPTSTK
LICHSGFIN25SEP700CE,BFO,857622,1000,OPTSTK
ALKEM25OCT5350PE,BFO,857629,125,OPTSTK
PATANJALI25SEP1900PE,BFO,857636,300,OPTSTK
SENSEX25OCT78400PE,BFO,861775,20,OPTIDX
BANKEX25OCT68000CE,BFO,861778,30,OPTIDX
SENSEX25OCT81300CE,BFO,861787,20,OPTIDX
BANKEX25OCT60600CE,BFO,861788,30,OPTIDX
SENSEX25OCT76300PE,BFO,861822,20,OPTIDX
SENSEX25OCT78600PE,BFO,861824,20,OPTIDX
SENSEX25OCT88600PE,BFO,861832,20,OPTIDX
BANKEX25OCT60800CE,BFO,861833,30,OPTIDX
HDFCAMC25SEP6100CE,BFO,857637,150,OPTSTK
BOSCHLTD25OCT40250PE,BFO,857650,25,OPTSTK
SYNGENE25SEP740CE,BFO,857685,1000,OPTSTK
FEDERALBNK25OCT232.5CE,BFO,857693,5000,OPTSTK
BANKEX25OCT58500PE,BFO,861838,30,OPTIDX
BANKEX25OCT66200PE,BFO,861841,30,OPTIDX
INDIGO25OCT5000CE,BFO,861865,150,OPTSTK
BANKEX25OCT54700CE,BFO,861863,30,OPTIDX
ITC25OCT460PE,BFO,857724,1600,OPTSTK
MOTHERSON25SEP117.5PE,BFO,857759,6150,OPTSTK
UPL25SEP760CE,BFO,857763,1355,OPTSTK
VBL25OCT560CE,BFO,857766,1025,OPTSTK
CYIENT25SEP1080PE,BFO,861879,425,OPTSTK
PIIND25OCT4650PE,BFO,861880,175,OPTSTK
BAJAJ-AUTO25SEP7300PE,BFO,861892,75,OPTSTK
INDIGO25OCT5000PE,BFO,861894,150,OPTSTK
TECHM25SEP1420CE,BFO,857767,600,OPTSTK
MOTHERSON25SEP87.5CE,BFO,857776,6150,OPTSTK
BDL25SEP1400CE,BFO,857798,325,OPTSTK
JINDALSTEL25OCT1020CE,BFO,857805,625,OPTSTK
PETRONET25OCT255CE,BFO,861901,1800,OPTSTK
VBL25SEP590CE,BFO,861926,1025,OPTSTK
ZYDUSLIFE25OCT1070PE,BFO,861932,900,OPTSTK
BANDHANBNK25SEP150PE,BFO,861936,3600,OPTSTK
SYNGENE25OCT790CE,BFO,861939,1000,OPTSTK
AMBER25SEP8600CE,BFO,861941,100,OPTSTK
SYNGENE25OCT790PE,BFO,861945,1000,OPTSTK
HDFCAMC25SEP6400CE,BFO,861948,150,OPTSTK
PATANJALI25OCT2020PE,BFO,857816,300,OPTSTK
MOTHERSON25OCT85CE,BFO,857840,6150,OPTSTK
TATACONSUM25OCT1170CE,BFO,857845,550,OPTSTK
LTF25OCT182.5PE,BFO,857857,4462,OPTSTK
UNIONBANK25SEP112.5CE,BFO,861963,4425,OPTSTK
UNIONBANK25SEP112.5PE,BFO,861966,4425,OPTSTK
SENSEX2591881000CE,BFO,862024,20,OPTIDX
SENSEX2591881900CE,BFO,862030,20,OPTIDX
ICICIGI25OCT1800CE,BFO,857858,325,OPTSTK
SUPREMEIND25OCT5000CE,BFO,857868,175,OPTSTK
TCS25OCT3060PE,BFO,857869,175,OPTSTK
TECHM25OCT1420PE,BFO,857883,600,OPTSTK
INDUSTOWER25SEP340CE,BFO,862042,1700,OPTSTK
SENSEX2591881300PE,BFO,862043,20,OPTIDX
SENSEX2591879500CE,BFO,862053,20,OPTIDX
IIFL25OCT420CE,BFO,862066,1650,OPTSTK
MOTHERSON25SEP102.5CE,BFO,857897,6150,OPTSTK
KALYANKJIL25OCT670CE,BFO,857922,1175,OPTSTK
PRESTIGE25SEP1920CE,BFO,857931,450,OPTSTK
HDFCAMC25SEP6200CE,BFO,857935,150,OPTSTK
CHOLAFIN25SEP1300PE,BFO,862072,625,OPTSTK
SENSEX2591873800PE,BFO,862073,20,OPTIDX
SENSEX2591876800CE,BFO,862077,20,OPTIDX
SENSEX2591883800PE,BFO,862079,20,OPTIDX
BANDHANBNK25OCT202.5PE,BFO,857944,3600,OPTSTK
PATANJALI25OCT2080CE,BFO,857992,300,OPTSTK
AXISBANK25OCT1050PE,BFO,857999,625,OPTSTK
HDFCAMC25SEP6300PE,BFO,858024,150,OPTSTK
SENSEX2591887400CE,BFO,862092,20,OPTIDX
INOXWIND25SEP115PE,BFO,862114,3272,OPTSTK
SENSEX2591881600CE,BFO,862119,20,OPTIDX
SENSEX2591878900PE,BFO,862151,20,OPTIDX
SENSEX2591883500PE,BFO,862170,20,OPTIDX
SENSEX2591882800CE,BFO,862176,20,OPTIDX
BHARATFORG25SEP1020CE,BFO,862184,500,OPTSTK
SENSEX2591886800PE,BFO,862193,20,OPTIDX
JIOFIN25OCT280PE,BFO,858039,2350,OPTSTK
BEL25OCT360PE,BFO,858048,2850,OPTSTK
BIOCON25SEP435CE,BFO,858056,2500,OPTSTK
APLAPOLLO25SEP1520CE,BFO,858058,350,OPTSTK
SENSEX2591878100CE,BFO,862198,20,OPTIDX
SENSEX2591887400PE,BFO,862200,20,OPTIDX
SENSEX2591888100CE,BFO,862206,20,OPTIDX
FORTIS25OCT930CE,BFO,862207,775,OPTSTK
COALINDIA25OCT425PE,BFO,858062,1350,OPTSTK
BHARTIARTL25OCT1760CE,BFO,858065,475,OPTSTK
ASIANPAINT25OCT2240CE,BFO,858097,250,OPTSTK
KAYNES25OCT5200PE,BFO,858124,100,OPTSTK
SENSEX2591880700CE,BFO,862210,20,OPTIDX
CONCOR25SEP510CE,BFO,862220,1250,OPTSTK
PNB25OCT99PE,BFO,862230,8000,OPTSTK
BAJAJFINSV25SEP1800CE,BFO,862245,500,OPTSTK
BANKEX25SEP55500PE,BFO,858138,30,OPTIDX
TECHM25SEP1400PE,BFO,858125,600,OPTSTK
BANKEX25SEP55200CE,BFO,858131,30,OPTIDX
AXISBANK25OCT1040PE,BFO,858134,625,OPTSTK
SENSEX2591880900CE,BFO,862246,20,OPTIDX
IREDA25SEP110CE,BFO,862251,3450,OPTSTK
SENSEX2591874900PE,BFO,862254,20,OPTIDX
SENSEX2591878500CE,BFO,862269,20,OPTIDX
AXISBANK25SEP1050CE,BFO,858144,625,OPTSTK
AXISBANK25OCT1050CE,BFO,858161,625,OPTSTK
AUBANK25SEP720CE,BFO,858172,1000,OPTSTK
BHARTIARTL25OCT1760PE,BFO,858183,475,OPTSTK
SENSEX2591876500PE,BFO,862284,20,OPTIDX
ADANIENSOL25SEP660PE,BFO,862292,675,OPTSTK
SENSEX2591880400CE,BFO,862304,20,OPTIDX
SENSEX2591886700PE,BFO,862317,20,OPTIDX
SENSEX2591882000CE,BFO,862332,20,OPTIDX
SENSEX2591882900CE,BFO,862339,20,OPTIDX
INDUSTOWER25OCT330CE,BFO,862348,1700,OPTSTK
SENSEX2591882300PE,BFO,862353,20,OPTIDX
MOTHERSON25OCT82.5PE,BFO,858198,6150,OPTSTK
SOLARINDS25SEP13250CE,BFO,858204,75,OPTSTK
SOLARINDS25OCT13250PE,BFO,858211,75,OPTSTK
AUBANK25SEP680PE,BFO,858357,1000,OPTSTK
SENSEX2591884600PE,BFO,862354,20,OPTIDX
SENSEX2591880900PE,BFO,862359,20,OPTIDX
SENSEX2591878500PE,BFO,862385,20,OPTIDX
SENSEX2591887800CE,BFO,862399,20,OPTIDX
AMBUJACEM25SEP645CE,BFO,858363,1050,OPTSTK
DIXON25SEP18000PE,BFO,858367,50,OPTSTK
PIIND25OCT4550PE,BFO,858368,175,OPTSTK
RELIANCE25OCT1390CE,BFO,858375,500,OPTSTK
SENSEX2591875800PE,BFO,862404,20,OPTIDX
IREDA25OCT110CE,BFO,862436,3450,OPTSTK
CANBK25OCT100PE,BFO,862439,6750,OPTSTK
SENSEX2591882900PE,BFO,862458,20,OPTIDX
ULTRACEMCO25OCT13300CE,BFO,858380,50,OPTSTK
ICICIBANK25SEP1540CE,BFO,858411,700,OPTSTK
ULTRACEMCO25OCT13300PE,BFO,858423,50,OPTSTK
AUBANK25SEP710CE,BFO,858426,1000,OPTSTK
PNB25OCT99CE,BFO,862460,8000,OPTSTK
SENSEX2591883600CE,BFO,862461,20,OPTIDX
SENSEX2591879000PE,BFO,862464,20,OPTIDX
SENSEX2591884200CE,BFO,862471,20,OPTIDX
AMBUJACEM25OCT640CE,BFO,858427,1050,OPTSTK
BAJAJFINSV25OCT2200PE,BFO,858454,500,OPTSTK
LTF25OCT227.5CE,BFO,858460,4462,OPTSTK
RELIANCE25OCT1380PE,BFO,858463,500,OPTSTK
SENSEX2591875200CE,BFO,862485,20,OPTIDX
SENSEX2591881500CE,BFO,862499,20,OPTIDX
SENSEX2591883800CE,BFO,862501,20,OPTIDX
WIPRO25SEP230PE,BFO,862484,3000,OPTSTK
MUTHOOTFIN25SEP3050PE,BFO,858466,275,OPTSTK
POLYCAB25SEP7700CE,BFO,858475,125,OPTSTK
IEX25OCT177.5CE,BFO,858480,3750,OPTSTK
UNITDSPR25OCT1200CE,BFO,858502,400,OPTSTK
BSE25SEP1300PE,BFO,862531,375,OPTSTK
BSE25OCT1500CE,BFO,862538,375,OPTSTK
BSE25OCT2200PE,BFO,862554,375,OPTSTK
BSE25OCT3000CE,BFO,862569,375,OPTSTK
PAYTM25SEP1200CE,BFO,858503,725,OPTSTK
CANBK25OCT103CE,BFO,858513,6750,OPTSTK
360ONE25OCT1000CE,BFO,858519,500,OPTSTK
INDUSINDBK25OCT770CE,BFO,858550,700,OPTSTK
CDSL25SEP760CE,BFO,862586,475,OPTSTK
CDSL25SEP840CE,BFO,862588,475,OPTSTK
CDSL25SEP840PE,BFO,862589,475,OPTSTK
CDSL25SEP1180CE,BFO,862598,475,OPTSTK
CDSL25SEP1260PE,BFO,862603,475,OPTSTK
CDSL25SEP1660CE,BFO,862618,475,OPTSTK
CDSL25OCT1080CE,BFO,862640,475,OPTSTK
CDSL25OCT1280PE,BFO,862651,475,OPTSTK
ETERNAL25OCT315CE,BFO,858559,2425,OPTSTK
UNOMINDA25OCT920CE,BFO,858563,550,OPTSTK
SHREECEM25OCT34000PE,BFO,858582,25,OPTSTK
EICHERMOT25OCT5100PE,BFO,858598,175,OPTSTK
CDSL25OCT1440CE,BFO,862658,475,OPTSTK
CDSL25OCT2000PE,BFO,862687,475,OPTSTK
CDSL25OCT2160PE,BFO,862691,475,OPTSTK
ANGELONE25OCT2200CE,BFO,862705,250,OPTSTK
EXIDEIND25OCT430CE,BFO,858606,1800,OPTSTK
ETERNAL25SEP330PE,BFO,858614,2425,OPTSTK
TATACHEM25SEP1030CE,BFO,858643,650,OPTSTK
UPL25SEP790CE,BFO,858649,1355,OPTSTK
TATAMOTORS25SEP590CE,BFO,862712,800,OPTSTK
JUBLFOOD25SEP570CE,BFO,862722,1250,OPTSTK
